"Codigo";"Latitude";"Longitude";"Area";"Nome";"Horario_Brasilia";"Horario_Rondonia";"Horario_Acre";"Nivel_Atual";"Var_Nivel_24";"Var_Nivel_7d";"Var_Nivel_14d";"Var_Nivel_21d";"Acum_Chuva_24";"Acum_Chuva_96";"Rio";"Passado";"C_Max";"Ano_Max";"Mediana";"Minima_Dia";"Maxima_Dia";"Percentil";"SPI";"Atencao";"Alerta";"Inunda";"Status"
34130000;-7,534;-46,036;9040;"BALSAS";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;255;0;-10;2;-1;0,4;0,4;"DAS BALSAS";;;"2016";252;228;283;"50%-60%";;;;;
34170000;-7,082;-44,814;24700;"SÃO FÉLIX DE BALSAS";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;110;-1;-8;2;0;0;0;"DAS BALSAS";;;"1985";112,5;92;142;"30%-40%";;;;;
34233000;-9,54;-44,601;22700;"REDENÇÃO DO GURGUÉIA";2025-11-30 17:00:00;2025-11-30 16:00:00;2025-11-30 15:00:00;210;-21;;57;42;0;0;"GURGUÉIA";;;"2025";134,5;110;160;"100%-Máxima";;;;;
34251000;-8,793;-44,206;31000;"CRISTINO CASTRO II";2025-12-25 09:45:00;2025-12-25 08:45:00;2025-12-25 07:45:00;246;1;-71;-49;-24;0;0;"GURGUÉIA";;;"1980";72;20;132;"100%-Máxima";;;;;
34270000;-7,248;-43,643;47000;"Barra do Lance";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;92;-1;-4;-7;-10;0;0;"GURGUÉIA";;;"1980";85;62;112;"70%-80%";;;;;
34311000;-6,761;-43,028;140000;"Barão de Grajaú";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;207;0;-12;-24;-27;0;0;"PARNAÍBA";;;"1985";329,5;221;418;"Mínima-0%";;;;;
34340000;-6,814;-42,967;9910;"PONTE DA ITAUEIRA";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;144,4;-1,09999999999999;-8;-14,2;-22,2;0;0;"ITAUEIRA";;;"2020";126,5;84;162;"88%-100%";;;;;
34471000;-7,189;-41,77;17700;"SANTA CRUZ DO PIAUÍ II";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;99,7;-2;-4,7;-4,09999999999999;-3,59999999999999;0;0;"ITAIM";;;"2004";115;91;226;"10%-20%";;;;;
34479000;-6,986;-42,088;28800;"FAZENDA TALHADA II";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;162;2;-3;-8;-6;0;0;"CANINDÉ";;;"2024";162;151;177;"43%-57%";;;;;
34564000;-8,355;-42,245;15600;"São João do Piauí";2026-03-10 14:15:00;2026-03-10 13:15:00;2026-03-10 12:15:00;168;-29;18;29;40;0;0;"PIAUÍ";;;;;;;;;;;;
34600000;-6,622;-42,697;73700;"Francisco Ayres";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;106;0;-3;-4;-5;0;0;"CANINDÉ";;;"2004";49;-9;416;"80%-90%";;;;;
34660000;-5,572;-43,024;235000;"Fazenda Veneza";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;136;-6;-10;2;-5;0;0;"PARNAÍBA";;;"1985";148;92;227;"30%-40%";;;;;
34690000;-5,135;-42,811;237000;"Teresina";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;161;-10;-11;7;-5;0;0;"POTI";;;"1985";237;41;302;"10%-20%";;;;;
34742000;-5,059;-41,157;11400;"Bebedouro";2026-02-15 07:00:00;2026-02-15 06:00:00;2026-02-15 05:00:00;163;;0;-1;27;0;0;"POTI";;;"2020";146;124;157;"100%-Máxima";;;;;
34750000;-5,223;-41,738;19200;"Fazenda Boa Esperança";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;102;0;-5;-10;-14;0;0;"POTI";;;"2004";121;38;175;"20%-30%";;;;;
34770000;-5,666;-42,214;43400;"Prata do Piauí";2026-09-15 11:15:00;2026-09-15 10:15:00;2026-09-15 09:15:00;5;;2;3;-2;0;0;"POTI";;;"2009";23;5;92;"Mínima-0%";;;;;
34789000;-5,2;-42,696;51400;"Fazenda Cantinho II";2025-12-01 23:30:00;2025-12-01 22:30:00;2025-12-01 21:30:00;70;0;0;;-13;0;0;"POTI";;;"2019";61;1;214;"60%-70%";;;;;
34790000;-5,2;-42,717;51400;"Fazenda Cantinho";;;;;;;;;;;"PARNAÍBA";;;;;;;;;;;;
34820000;-4,288;-42,986;294000;"Coelho Neto";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;241;2;5;14;10;0;0;"PARNAÍBA";;;"2009";244;220;316;"40%-50%";;;;;
34879500;-3,454;-42,37;298000;"Luzilândia";2026-09-15 08:30:00;2026-09-15 07:30:00;2026-09-15 06:30:00;125;5;-10;-5;-8;0;0;"PARNAÍBA";;;"1985";134;95;188;"30%-40%";;;;;
34930000;-4,41;-42,181;4910;"Fazenda Alegria";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;107;-1;-4;-7;-9;0,2;1,4;"LONGÁ";;;"2008";104;64;120;"67%-78%";;;;;
34933000;-4,393;-42,407;1760;"PEDRA BRANCA";2025-11-02 13:00:00;2025-11-02 12:00:00;2025-11-02 11:00:00;64;;1;-6;-13;0;0;"MARATÃ";;;"2020";121,5;94;139;"Mínima-0%";;;;;
34936000;-4,238;-42,305;2900;"Pedrinhas";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;259;-2;-8;-16;-24;0;0;"MARATÃ";;;"2020";252;206;287;"44%-56%";;;;;
34940000;-3,903;-42,23;11200;"Esperantina";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;284;-1;-6;-10;-17;0;1,2;"LONGÁ";;;"2008";278;222;314;"50%-60%";;;;;
34976000;-3,937;-41,717;5190;"PIRACURUCA";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;233;-1;-1;-1;-1;0;0;"PIRACURUCA";;;"2009";234;215;257;"38%-50%";;;;;
34980000;-3,724;-41,974;21800;"TINGUIS";2026-04-30 23:45:00;2026-04-30 22:45:00;2026-04-30 21:45:00;523;33;84;61;226;0;0;"LONGÁ";;;"2009";67;0;170;"100%-Máxima";;;;;
36320000;-5,9;-38,633;39600;"Jaguaribe";2026-08-04 20:15:00;2026-08-04 19:15:00;2026-08-04 18:15:00;220;1;-2;-2;16;0;0;"JAGUARIBE";;;"1985";205;170;260;"60%-70%";;;;;
39100000;-7,962;-36,202;1560;"Capibaribe";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;129;-2;-2;-4;-1;0;0;"CAPIBARIBE";;;"2020";108;86;151;"71%-86%";;;;;
39575000;-8,883;-36,219;808;"CANHOTINHO";2026-03-24 07:00:00;2026-03-24 06:00:00;2026-03-24 05:00:00;135;-1;-10;-22;-43;0;0;"CANHOTO";;;"2022";152;135;183;"Mínima-0%";;;;;
39689000;-9,124;-36,339;479;"CORRENTES II";;;;;;;;;;;"MUNDAU";;;;;;;;;;;;
39700000;-9,168;-36,218;767;"SANTANA DO MUNDAU";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;204;0;-1;-5;-6;0;0,4;"MUNDAU";;;"2022";230;203;335;"0%-10%";;;;;
39715000;-9,002;-36,326;128;"PALMERINA";2025-12-02 09:15:00;2025-12-02 08:15:00;2025-12-02 07:15:00;50;2;7;12;15;0;0;"PALMERINA";;;"2022";53,5;44;86;"22%-33%";;;;;
39720000;-9,004;-36,051;1170;"SÃO JOSE DA LAJE";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;189;4;2;0;-2;0;2,2;"CANHOTO";;;"2000";181;160;275;"70%-80%";;;;;
39740000;-9,154;-36,036;2900;"UNIAO DOS PALMARES";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;142;-3;-3;-7;-12;0;0;"MUNDAU";;;"2022";180;113;334;"20%-30%";;;;;
39760000;-9,314;-35,95;3290;"MURICI PONTE";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;105;-2;-67;-68;-70;0;2;"MUNDAU";;;"2022";137,5;81;311;"10%-20%";;;;;
41340000;-19,56;-43,911;4860;"Ponte Raul Soares";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;93;-34;33;42;56;2,2;2,2;"DAS VELHAS";;;"2022";86;19;169;"50%-60%";;750;800;850;"Normal"
41350000;-19,543;-43,903;;"Pirapora";;;;;;;;;;;"SÃO FRANCISCO";;;;;;;;;;;;
41410000;-19,231;-44,025;7080;"Jequitibá";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;132;54;48;41;62;7,4;7,4;"DAS VELHAS";;;"2022";81,5;49;166;"90%-100%";;800;1000;1180;"Normal"
41650002;-18,673;-44,194;10700;"Ponto do Licínio";2026-07-28 14:00:00;2026-07-28 13:00:00;2026-07-28 12:00:00;150;3;1;0;;0;0;"DAS VELHAS";;;"2022";148;129;186;"60%-70%";;810;860;910;"Normal"
41780002;-18,645;-44,051;3980;"Presidente Juscelino";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;61;-2;-4;-5;-1;2;2;"PARAUNA";;;"2020";52;37;102;"70%-80%";;;;;
41818000;-18,306;-44,226;16600;"Santo Hipólito";2026-09-15 11:45:00;2026-09-15 10:45:00;2026-09-15 09:45:00;87;0;0;-13;9;0;0;"DAS VELHAS";;;"2020";88;55;162;"40%-50%";;540;640;745;"Normal"
42449000;-15,958;-47,375;1060;"UHE QUEIMADO MONTANTE";2026-09-15 10:00:00;2026-09-15 09:00:00;2026-09-15 08:00:00;161;;-3;;;0;0;"PRETO";;;"2005";152;126;184;"60%-70%";;;;;
42450300;-15,641;-47,357;163;"RIBEIRÃO JACARÉ";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;41;-1;-9;2;0;0;0;"CÓRREGO BURITI GRANDE";;;"2006";88;55;123;"Mínima-0%";;;;;
42450900;-15,974;-47,399;;"RIBEIRÃO JARDIM DF-100";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;209;0;0;0;0;0;0;"RIBEIRÃO JARDIM";;;"2022";174;170;178;"100%-Máxima";;;;;
44200000;-15,949;-44,868;184000;"São Francisco";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;255;-1;15;39;54;0;0;"SÃO FRANCISCO";;;"1992";248;137;351;"50%-60%";;600;640;750;"Normal"
44290002;-15,601;-44,397;194000;"Pedras de Maria da Cruz";;;;;;;;;;;"SÃO FRANCISCO";;;;;;;;;;;;
44500000;-14,757;-43,932;202000;"Manga";;;;;;;;;;;"SÃO FRANCISCO";;;;;;;;;850;900;950;
45298000;-14,304;-43,763;254000;"Carinhanha";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;169;1;18;48;38;0;0;"SÃO FRANCISCO";;;"1979";179,5;68;274;"30%-40%";;860;930;1000;"Normal"
45480000;-13,257;-43,435;271000;"Bom Jesus da Lapa";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;333;5;36;59;40;0,2;0,2;"SÃO FRANCISCO";;;"1979";334;204;428;"30%-40%";;850;900;950;"Normal"
45960001;-13,291;-43,909;31000;"Porto Novo";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;34;0;-3;2;1;0;0;"CORRENTE";;;"2016";110,5;42;166;"Mínima-0%";;500;550;600;"Normal"
46675000;-11,611;-44,157;39600;"Fazenda Macambira";2024-11-28 10:00:00;2024-11-28 09:00:00;2024-11-28 08:00:00;221;4;18;57;70;0;0;"GRANDE";;;"2021";137;64;232;"90%-100%";;;;;
46902000;-11,345;-43,826;65900;"Boqueirão";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;34;-1;0;0;-1;0;0;"GRANDE";;;"1980";60;19;111;"0%-10%";;400;425;450;"Normal"
46998000;-11,093;-43,14;425000;"Barra";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;170;2;21;29;33;0;0;"SÃO FRANCISCO";;;"1926";125;7;233;"67%-78%";;720;760;800;"Normal"
50520000;-11,06;-38,837;26100;"Ponte Euclides da Cunha";2026-09-15 11:30:00;2026-09-15 10:30:00;2026-09-15 09:30:00;81;0;-3;-4;-6;0;0,2;"ITAPICURU";;;"1969";43;9;182;"80%-90%";;;;;
51240000;-12,986;-40,958;16500;"Itaeté";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;393;-1;-10;-19;-45;0;0;"PARAGUAÇU";;;"1978";432,5;390;654;"0%-10%";;;;;
53460500;-15,669;-42,453;2870;"Passagem das Éguas";2026-03-03 08:30:00;2026-03-03 07:30:00;2026-03-03 06:30:00;495;;131;170;110;0;0;"PARDO";;;"2021";241;192;254;"100%-Máxima";;;;;
56110000;-20,417;-42,9;6210;"Ponte Nova";;;;;;;;;;;"PIRANGA";;;;;;;;;;;;
56110005;-20,384;-42,903;6230;"Ponte Nova";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;131;-2;20;41;44;19;25,8;"DOCE";;;"2012";102;44;152;"90%-100%";;;;;
56610000;-19,932;-43,173;1163;"Piracicaba";2026-09-15 10:00:00;2026-09-15 09:00:00;2026-09-15 08:00:00;86;-3;5;3;9;10,8;35;"DOCE";;;"2022";74;0;194;"40%-50%";;;;;
56660000;-19,767;-43,033;3060;"Nova Era";;;;;;;;;;;"PIRACICABA";;;;;;;;;;;;
56661000;-19,767;-43,026;3060;"Nova Era";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;45;0;2;-5;-6;12;12;"DOCE";;;"2022";50;34;81;"10%-20%";;;;;
56696000;-19,525;-42,641;5270;"Má De Carvalho";2026-05-26 14:30:00;2026-05-26 13:30:00;2026-05-26 12:30:00;112;-3;-6;1;-10;0;0;"DOCE";;;"2022";80;2;154;"60%-70%";;;;;
56825000;-19,188;-42,423;10200;"Naque Velho";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;169,4;-39,5;-40,4;-35,5;-38,4;4,2;4,2;"DOCE";;;"2016";196,5;127;229;"10%-20%";;;;;
56850000;-18,883;-41,951;40500;"Governador Valadares";2026-06-15 14:30:00;2026-06-15 13:30:00;2026-06-15 12:30:00;117;-20;-14;-29;-28;0;0;"DOCE";;;"1997";135,5;78;257;"10%-20%";;300;320;360;"Normal"
56994500;-19,533;-40,63;76400;"Colatina";2026-09-15 12:15:00;2026-09-15 11:15:00;2026-09-15 10:15:00;109;-2;2;-14;12;0;0;"DOCE";;;"2013";94;36;187;"60%-70%";;460;530;580;"Normal"
56998200;-19,415;-40,076;82100;"Linhares";;;;;;;;;;;"DOCE";;;;;;;;;;;;
58770000;-21,389;-42,696;5880;"Cataguases";2026-09-15 12:00:00;2026-09-15 11:00:00;2026-09-15 10:00:00;152,5;10;26,9;45,1;56,7;9;28,6;"POMBA";;;"1979";91;58;178;"90%-100%";;;;;
58790002;-21,542;-42,181;8210;"Santo Antônio de Pádua II";2026-09-15 12:30:00;2026-09-15 11:30:00;2026-09-15 10:30:00;143;8;1;59;53;10,6;18,4;"POMBA";;;"2012";73;33;98;"100%-Máxima";;;;;
